DATE,RACE,CLASS,RACE NAME,DIST,SURF,STARTER NAME,PP,ODDS,FAVE,FIN,TRAINER,JOCKEY,TIME,PREV RACE,DAYS,SIRE
9/1/2019,11,GRD-F,Spinaway S.,7,Dirt,Figure of Speech,5,3.65,0,3,Chad Brown,Javier Castellano,01:24.4,SAR 7/31 6,32,Into Mischief
9/1/2019,11,GRD-F,Spinaway S.,7,Dirt,Miss Peppina,4,15.1,0,4,Gary Gullo,Joel Rosario,01:24.6,SAR 8/4 10,28,Bayern
9/1/2019,11,GRD-F,Spinaway S.,7,Dirt,Shippy,7,3.7,0,5,Katherine Ritvo,Luis Saez,01:24.9,SAR 7/11 8,52,Midshipman
9/1/2019,11,GRD-F,Spinaway S.,7,Dirt,Risky Mischief,6,6.6,0,6,Jeremiah Englehart,Jose Ortiz,01:25.1,SAR 7/31 3,32,Into Mischief
9/1/2019,11,GRD-F,Spinaway S.,7,Dirt,Mundaye Call,1,12.3,0,7,Don Chatlos,Tyler Gaffalione,01:26.3,SAR 8/11 6,21,Into Mischief
9/2/2019,6,MSW,,5.5,Dirt,Gouverneur Morris,6,0.65,1,1,Todd Pletcher,John Velazquez,01:04.3,,,Constitution
9/2/2019,6,MSW,,5.5,Dirt,Maximiliano,1,3.75,0,2,Wesley Ward,Jose Ortiz,01:05.7,,,Quality Road
9/2/2019,6,MSW,,5.5,Dirt,Secret Rules,7,5.1,0,3,William Mott,Junior Alvarado,01:05.9,,,Secret Circle
9/2/2019,6,MSW,,5.5,Dirt,Malibu Edge,4,8.5,0,4,Claude McGaughey III,Joel Rosario,01:06.5,,,Malibu Moon
9/2/2019,6,MSW,,5.5,Dirt,Nashvegas,3,37.75,0,5,Nicholas Zito,Eric Cancel,01:07.9,,,Aikenite
9/2/2019,6,MSW,,5.5,Dirt,Tadeo,5,21.1,0,6,Kiaran McLaughlin,Jose Lezcano,01:08.0,,,Sky Mesa
9/2/2019,6,MSW,,5.5,Dirt,Clifton Park,2,24,0,7,Dale Romans,Luis Saez,01:08.4,,,Awesome Again
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,Basin,6,3.1,0,1,Steven Asmussen,Jose Ortiz,01:23.5,SAR 7/21 8,43,Liam's Map
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,Shoplifted,1,2.8,0,2,Steven Asmussen,Joel Rosario,01:24.5,SAR 7/27 4,37,Into Mischief
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,Gozilla,3,1.3,1,3,Steven Asmussen,"Ricardo Santana, Jr.",01:24.5,SAR 8/10 7,23,Flatter
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,American Butterfly,2,14.1,0,4,D. Lukas,Luis Saez,01:24.9,SAR 8/17 7,16,American Pharoah
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,By Your Side,4,5.2,0,5,Eddie Kenneally,"Irad Ortiz, Jr.",01:25.0,SAR 7/13 3,51,Constitution
9/2/2019,10,GRD,Runhappy Hopeful S.,7,Dirt,Inside Risk,5,37.25,0,6,Thomas Morley,Dylan Davis,01:25.7,SAR 8/1 3,32,Street Sense
